"x","y"
-87.25013926,15.749860688
-86.750139262,15.749860688
-86.250139264,15.749860688
-85.750139266,15.749860688
-85.250139268,15.749860688
-84.75013927,15.749860688
-84.250139272,15.749860688
-92.25013924,15.24986069
-91.250139244,15.24986069
-90.750139246,15.24986069
-90.250139248,15.24986069
-89.75013925,15.24986069
-89.250139252,15.24986069
-88.750139254,15.24986069
-88.250139256,15.24986069
-87.750139258,15.24986069
-87.25013926,15.24986069
-86.750139262,15.24986069
-86.250139264,15.24986069
-85.750139266,15.24986069
-85.250139268,15.24986069
-84.75013927,15.24986069
-84.250139272,15.24986069
-91.750139242,14.749860692
-91.250139244,14.749860692
-90.750139246,14.749860692
-90.250139248,14.749860692
-89.75013925,14.749860692
-89.250139252,14.749860692
-88.750139254,14.749860692
-88.250139256,14.749860692
-87.750139258,14.749860692
-87.25013926,14.749860692
-86.750139262,14.749860692
-86.250139264,14.749860692
-85.750139266,14.749860692
-85.250139268,14.749860692
-84.75013927,14.749860692
-84.250139272,14.749860692
-83.750139274,14.749860692
-83.250139276,14.749860692
-90.750139246,14.249860694
-89.250139252,14.249860694
-88.750139254,14.249860694
-88.250139256,14.249860694
-87.750139258,14.249860694
-87.25013926,14.249860694
-86.750139262,14.249860694
-86.250139264,14.249860694
-85.750139266,14.249860694
-85.250139268,14.249860694
-84.75013927,14.249860694
-84.250139272,14.249860694
-83.750139274,14.249860694
-83.250139276,14.249860694
-88.750139254,13.749860696
-88.250139256,13.749860696
-87.25013926,13.749860696
-86.750139262,13.749860696
-86.250139264,13.749860696
-85.750139266,13.749860696
-85.250139268,13.749860696
-84.75013927,13.749860696
-84.250139272,13.749860696
-83.750139274,13.749860696
-87.750139258,13.249860698
-86.750139262,13.249860698
-86.250139264,13.249860698
-85.750139266,13.249860698
-85.250139268,13.249860698
-84.75013927,13.249860698
-84.250139272,13.249860698
-83.750139274,13.249860698
-85.750139266,12.7498607
-85.250139268,12.7498607
-84.75013927,12.7498607
-84.250139272,12.7498607
-83.750139274,12.7498607
-85.750139266,12.249860702
-85.250139268,12.249860702
-84.75013927,12.249860702
-84.250139272,12.249860702
-83.750139274,12.249860702
-86.250139264,11.749860704
-85.250139268,11.749860704
-84.75013927,11.749860704
-84.250139272,11.749860704
-83.750139274,11.749860704
-85.750139266,11.249860706
-85.250139268,11.249860706
-84.75013927,11.249860706
-84.250139272,11.249860706
-74.250139312,11.249860706
-73.750139314,11.249860706
-73.250139316,11.249860706
-72.750139318,11.249860706
-85.250139268,10.749860708
-84.75013927,10.749860708
-84.250139272,10.749860708
-74.250139312,10.749860708
-73.750139314,10.749860708
-73.250139316,10.749860708
-72.750139318,10.749860708
-70.250139328,10.749860708
-69.250139332,10.749860708
-68.750139334,10.749860708
-66.750139342,10.749860708
-66.250139344,10.749860708
-61.250139364,10.749860708
-85.750139266,10.24986071
-85.250139268,10.24986071
-84.75013927,10.24986071
-84.250139272,10.24986071
-83.750139274,10.24986071
-83.250139276,10.24986071
-73.750139314,10.24986071
-73.250139316,10.24986071
-72.750139318,10.24986071
-70.750139326,10.24986071
-70.250139328,10.24986071
-69.250139332,10.24986071
-68.750139334,10.24986071
-68.250139336,10.24986071
-67.750139338,10.24986071
-67.25013934,10.24986071
-66.750139342,10.24986071
-66.250139344,10.24986071
-65.750139346,10.24986071
-64.250139352,10.24986071
-63.750139354,10.24986071
-85.250139268,9.749860712
-84.75013927,9.749860712
-84.250139272,9.749860712
-83.750139274,9.749860712
-82.750139278,9.749860712
-73.250139316,9.749860712
-72.750139318,9.749860712
-70.750139326,9.749860712
-70.250139328,9.749860712
-69.75013933,9.749860712
-69.250139332,9.749860712
-68.750139334,9.749860712
-67.750139338,9.749860712
-67.25013934,9.749860712
-66.750139342,9.749860712
-64.250139352,9.749860712
-63.750139354,9.749860712
-83.750139274,9.249860714
-83.250139276,9.249860714
-82.750139278,9.249860714
-82.25013928,9.249860714
-81.750139282,9.249860714
-73.250139316,9.249860714
-72.750139318,9.249860714
-71.250139324,9.249860714
-70.750139326,9.249860714
-70.250139328,9.249860714
-69.75013933,9.249860714
-69.250139332,9.249860714
-64.250139352,9.249860714
-63.750139354,9.249860714
-62.25013936,9.249860714
-61.750139362,9.249860714
-83.750139274,8.749860716
-83.250139276,8.749860716
-82.750139278,8.749860716
-82.25013928,8.749860716
-81.750139282,8.749860716
-81.250139284,8.749860716
-80.750139286,8.749860716
-80.250139288,8.749860716
-73.250139316,8.749860716
-72.750139318,8.749860716
-72.25013932,8.749860716
-71.750139322,8.749860716
-70.750139326,8.749860716
-70.250139328,8.749860716
-64.250139352,8.749860716
-63.750139354,8.749860716
-62.25013936,8.749860716
-61.750139362,8.749860716
-60.750139366,8.749860716
-59.75013937,8.749860716
-83.750139274,8.249860718
-83.250139276,8.249860718
-82.750139278,8.249860718
-82.25013928,8.249860718
-81.750139282,8.249860718
-81.250139284,8.249860718
-80.750139286,8.249860718
-74.250139312,8.249860718
-73.250139316,8.249860718
-72.750139318,8.249860718
-72.25013932,8.249860718
-71.750139322,8.249860718
-71.250139324,8.249860718
-70.750139326,8.249860718
-63.250139356,8.249860718
-62.750139358,8.249860718
-62.25013936,8.249860718
-61.750139362,8.249860718
-61.250139364,8.249860718
-60.750139366,8.249860718
-60.250139368,8.249860718
-59.75013937,8.249860718
-59.250139372,8.249860718
-81.750139282,7.74986072
-81.250139284,7.74986072
-80.750139286,7.74986072
-74.75013931,7.74986072
-74.250139312,7.74986072
-73.250139316,7.74986072
-72.750139318,7.74986072
-72.25013932,7.74986072
-71.750139322,7.74986072
-71.250139324,7.74986072
-65.750139346,7.74986072
-65.250139348,7.74986072
-64.75013935,7.74986072
-64.250139352,7.74986072
-63.750139354,7.74986072
-63.250139356,7.74986072
-62.750139358,7.74986072
-62.25013936,7.74986072
-61.750139362,7.74986072
-61.250139364,7.74986072
-60.750139366,7.74986072
-60.250139368,7.74986072
-59.75013937,7.74986072
-59.250139372,7.74986072
-58.750139374,7.74986072
-81.750139282,7.249860722
-80.750139286,7.249860722
-75.750139306,7.249860722
-75.250139308,7.249860722
-74.250139312,7.249860722
-73.250139316,7.249860722
-72.750139318,7.249860722
-72.25013932,7.249860722
-66.750139342,7.249860722
-66.250139344,7.249860722
-65.750139346,7.249860722
-65.250139348,7.249860722
-64.75013935,7.249860722
-64.250139352,7.249860722
-63.750139354,7.249860722
-63.250139356,7.249860722
-62.750139358,7.249860722
-62.25013936,7.249860722
-61.750139362,7.249860722
-61.250139364,7.249860722
-60.750139366,7.249860722
-60.250139368,7.249860722
-59.75013937,7.249860722
-59.250139372,7.249860722
-58.750139374,7.249860722
-58.250139376,7.249860722
-75.750139306,6.749860724
-75.250139308,6.749860724
-74.75013931,6.749860724
-73.750139314,6.749860724
-73.250139316,6.749860724
-72.750139318,6.749860724
-71.750139322,6.749860724
-71.250139324,6.749860724
-70.750139326,6.749860724
-70.250139328,6.749860724
-69.75013933,6.749860724
-67.25013934,6.749860724
-66.750139342,6.749860724
-66.250139344,6.749860724
-65.750139346,6.749860724
-65.250139348,6.749860724
-64.75013935,6.749860724
-64.250139352,6.749860724
-63.750139354,6.749860724
-63.250139356,6.749860724
-62.750139358,6.749860724
-62.25013936,6.749860724
-61.750139362,6.749860724
-61.250139364,6.749860724
-60.750139366,6.749860724
-60.250139368,6.749860724
-59.75013937,6.749860724
-59.250139372,6.749860724
-58.750139374,6.749860724
-58.250139376,6.749860724
-57.750139378,6.749860724
-75.750139306,6.249860726
-75.250139308,6.249860726
-74.75013931,6.249860726
-74.250139312,6.249860726
-73.750139314,6.249860726
-72.750139318,6.249860726
-72.25013932,6.249860726
-71.750139322,6.249860726
-71.250139324,6.249860726
-70.750139326,6.249860726
-70.250139328,6.249860726
-69.75013933,6.249860726
-69.250139332,6.249860726
-68.750139334,6.249860726
-68.250139336,6.249860726
-67.750139338,6.249860726
-67.25013934,6.249860726
-66.750139342,6.249860726
-66.250139344,6.249860726
-65.750139346,6.249860726
-65.250139348,6.249860726
-64.75013935,6.249860726
-64.250139352,6.249860726
-63.750139354,6.249860726
-63.250139356,6.249860726
-62.750139358,6.249860726
-62.25013936,6.249860726
-61.750139362,6.249860726
-61.250139364,6.249860726
-60.750139366,6.249860726
-60.250139368,6.249860726
-59.75013937,6.249860726
-59.250139372,6.249860726
-58.750139374,6.249860726
-58.250139376,6.249860726
-57.750139378,6.249860726
-57.25013938,6.249860726
-75.750139306,5.749860728
-75.250139308,5.749860728
-74.75013931,5.749860728
-74.250139312,5.749860728
-72.750139318,5.749860728
-72.25013932,5.749860728
-71.750139322,5.749860728
-71.250139324,5.749860728
-70.750139326,5.749860728
-70.250139328,5.749860728
-69.75013933,5.749860728
-69.250139332,5.749860728
-68.750139334,5.749860728
-68.250139336,5.749860728
-67.750139338,5.749860728
-67.25013934,5.749860728
-66.750139342,5.749860728
-66.250139344,5.749860728
-65.750139346,5.749860728
-65.250139348,5.749860728
-64.75013935,5.749860728
-64.250139352,5.749860728
-63.750139354,5.749860728
-63.250139356,5.749860728
-62.750139358,5.749860728
-62.25013936,5.749860728
-61.750139362,5.749860728
-61.250139364,5.749860728
-60.750139366,5.749860728
-60.250139368,5.749860728
-59.75013937,5.749860728
-59.250139372,5.749860728
-58.750139374,5.749860728
-58.250139376,5.749860728
-57.750139378,5.749860728
-57.25013938,5.749860728
-56.750139382,5.749860728
-56.250139384,5.749860728
-55.750139386,5.749860728
-55.250139388,5.749860728
-54.75013939,5.749860728
-54.250139392,5.749860728
-53.750139394,5.749860728
-53.250139396,5.749860728
-75.750139306,5.24986073
-75.250139308,5.24986073
-74.75013931,5.24986073
-73.250139316,5.24986073
-72.750139318,5.24986073
-72.25013932,5.24986073
-71.750139322,5.24986073
-71.250139324,5.24986073
-70.750139326,5.24986073
-70.250139328,5.24986073
-69.75013933,5.24986073
-69.250139332,5.24986073
-68.750139334,5.24986073
-68.250139336,5.24986073
-67.750139338,5.24986073
-67.25013934,5.24986073
-66.750139342,5.24986073
-66.250139344,5.24986073
-65.750139346,5.24986073
-65.250139348,5.24986073
-64.75013935,5.24986073
-64.250139352,5.24986073
-63.750139354,5.24986073
-63.250139356,5.24986073
-62.750139358,5.24986073
-62.25013936,5.24986073
-61.750139362,5.24986073
-61.250139364,5.24986073
-60.750139366,5.24986073
-60.250139368,5.24986073
-59.75013937,5.24986073
-59.250139372,5.24986073
-58.750139374,5.24986073
-58.250139376,5.24986073
-57.750139378,5.24986073
-57.25013938,5.24986073
-56.750139382,5.24986073
-56.250139384,5.24986073
-55.750139386,5.24986073
-55.250139388,5.24986073
-54.75013939,5.24986073
-54.250139392,5.24986073
-53.750139394,5.24986073
-53.250139396,5.24986073
-52.750139398,5.24986073
-52.2501394,5.24986073
-75.250139308,4.749860732
-73.750139314,4.749860732
-73.250139316,4.749860732
-72.750139318,4.749860732
-72.25013932,4.749860732
-71.750139322,4.749860732
-71.250139324,4.749860732
-70.750139326,4.749860732
-70.250139328,4.749860732
-69.75013933,4.749860732
-69.250139332,4.749860732
-68.750139334,4.749860732
-68.250139336,4.749860732
-67.25013934,4.749860732
-66.750139342,4.749860732
-66.250139344,4.749860732
-65.750139346,4.749860732
-65.250139348,4.749860732
-64.75013935,4.749860732
-64.250139352,4.749860732
-63.750139354,4.749860732
-63.250139356,4.749860732
-62.750139358,4.749860732
-62.25013936,4.749860732
-61.750139362,4.749860732
-61.250139364,4.749860732
-60.750139366,4.749860732
-60.250139368,4.749860732
-59.75013937,4.749860732
-59.250139372,4.749860732
-58.750139374,4.749860732
-58.250139376,4.749860732
-57.750139378,4.749860732
-57.25013938,4.749860732
-56.750139382,4.749860732
-56.250139384,4.749860732
-55.750139386,4.749860732
-55.250139388,4.749860732
-54.75013939,4.749860732
-54.250139392,4.749860732
-53.750139394,4.749860732
-53.250139396,4.749860732
-52.750139398,4.749860732
-52.2501394,4.749860732
-74.250139312,4.249860734
-73.750139314,4.249860734
-73.250139316,4.249860734
-72.750139318,4.249860734
-72.25013932,4.249860734
-71.750139322,4.249860734
-71.250139324,4.249860734
-70.750139326,4.249860734
-70.250139328,4.249860734
-69.75013933,4.249860734
-69.250139332,4.249860734
-68.750139334,4.249860734
-67.25013934,4.249860734
-66.750139342,4.249860734
-65.750139346,4.249860734
-65.250139348,4.249860734
-64.75013935,4.249860734
-64.250139352,4.249860734
-63.750139354,4.249860734
-63.250139356,4.249860734
-62.750139358,4.249860734
-62.25013936,4.249860734
-61.750139362,4.249860734
-61.250139364,4.249860734
-60.750139366,4.249860734
-60.250139368,4.249860734
-59.75013937,4.249860734
-59.250139372,4.249860734
-58.750139374,4.249860734
-58.250139376,4.249860734
-57.750139378,4.249860734
-57.25013938,4.249860734
-56.750139382,4.249860734
-56.250139384,4.249860734
-55.750139386,4.249860734
-55.250139388,4.249860734
-54.75013939,4.249860734
-54.250139392,4.249860734
-53.750139394,4.249860734
-53.250139396,4.249860734
-52.750139398,4.249860734
-52.2501394,4.249860734
-51.750139402,4.249860734
-73.750139314,3.749860736
-73.250139316,3.749860736
-72.750139318,3.749860736
-72.25013932,3.749860736
-71.750139322,3.749860736
-71.250139324,3.749860736
-70.750139326,3.749860736
-70.250139328,3.749860736
-69.75013933,3.749860736
-69.250139332,3.749860736
-68.750139334,3.749860736
-67.750139338,3.749860736
-66.750139342,3.749860736
-65.750139346,3.749860736
-65.250139348,3.749860736
-64.75013935,3.749860736
-64.250139352,3.749860736
-63.750139354,3.749860736
-63.250139356,3.749860736
-62.750139358,3.749860736
-62.25013936,3.749860736
-61.750139362,3.749860736
-61.250139364,3.749860736
-59.75013937,3.749860736
-59.250139372,3.749860736
-58.750139374,3.749860736
-58.250139376,3.749860736
-57.750139378,3.749860736
-57.25013938,3.749860736
-56.750139382,3.749860736
-56.250139384,3.749860736
-55.750139386,3.749860736
-55.250139388,3.749860736
-54.75013939,3.749860736
-54.250139392,3.749860736
-53.750139394,3.749860736
-53.250139396,3.749860736
-52.750139398,3.749860736
-52.2501394,3.749860736
-51.750139402,3.749860736
-51.250139404,3.749860736
-72.750139318,3.249860738
-72.25013932,3.249860738
-71.750139322,3.249860738
-71.250139324,3.249860738
-70.750139326,3.249860738
-70.250139328,3.249860738
-69.75013933,3.249860738
-69.250139332,3.249860738
-67.750139338,3.249860738
-67.25013934,3.249860738
-65.750139346,3.249860738
-65.250139348,3.249860738
-64.75013935,3.249860738
-64.250139352,3.249860738
-63.750139354,3.249860738
-63.250139356,3.249860738
-62.750139358,3.249860738
-62.25013936,3.249860738
-61.750139362,3.249860738
-61.250139364,3.249860738
-60.750139366,3.249860738
-60.250139368,3.249860738
-59.75013937,3.249860738
-59.250139372,3.249860738
-58.750139374,3.249860738
-58.250139376,3.249860738
-57.750139378,3.249860738
-57.25013938,3.249860738
-56.750139382,3.249860738
-56.250139384,3.249860738
-55.750139386,3.249860738
-55.250139388,3.249860738
-54.75013939,3.249860738
-54.250139392,3.249860738
-53.750139394,3.249860738
-53.250139396,3.249860738
-52.750139398,3.249860738
-52.2501394,3.249860738
-51.750139402,3.249860738
-51.250139404,3.249860738
-50.750139406,3.249860738
-72.25013932,2.74986074
-71.750139322,2.74986074
-71.250139324,2.74986074
-70.750139326,2.74986074
-70.250139328,2.74986074
-69.75013933,2.74986074
-69.250139332,2.74986074
-67.750139338,2.74986074
-67.25013934,2.74986074
-66.750139342,2.74986074
-66.250139344,2.74986074
-65.750139346,2.74986074
-65.250139348,2.74986074
-64.75013935,2.74986074
-64.250139352,2.74986074
-63.750139354,2.74986074
-63.250139356,2.74986074
-62.750139358,2.74986074
-62.25013936,2.74986074
-61.750139362,2.74986074
-61.250139364,2.74986074
-60.750139366,2.74986074
-60.250139368,2.74986074
-59.75013937,2.74986074
-59.250139372,2.74986074
-58.750139374,2.74986074
-58.250139376,2.74986074
-57.750139378,2.74986074
-57.25013938,2.74986074
-56.750139382,2.74986074
-56.250139384,2.74986074
-55.750139386,2.74986074
-55.250139388,2.74986074
-54.75013939,2.74986074
-54.250139392,2.74986074
-53.750139394,2.74986074
-53.250139396,2.74986074
-52.750139398,2.74986074
-52.2501394,2.74986074
-51.750139402,2.74986074
-51.250139404,2.74986074
-50.750139406,2.74986074
-72.750139318,2.249860742
-72.25013932,2.249860742
-71.750139322,2.249860742
-71.250139324,2.249860742
-70.750139326,2.249860742
-70.250139328,2.249860742
-69.75013933,2.249860742
-69.250139332,2.249860742
-67.25013934,2.249860742
-66.750139342,2.249860742
-66.250139344,2.249860742
-65.750139346,2.249860742
-65.250139348,2.249860742
-64.75013935,2.249860742
-64.250139352,2.249860742
-63.750139354,2.249860742
-63.250139356,2.249860742
-62.750139358,2.249860742
-62.25013936,2.249860742
-61.750139362,2.249860742
-61.250139364,2.249860742
-60.750139366,2.249860742
-60.250139368,2.249860742
-59.75013937,2.249860742
-59.250139372,2.249860742
-58.750139374,2.249860742
-58.250139376,2.249860742
-57.750139378,2.249860742
-57.25013938,2.249860742
-56.750139382,2.249860742
-56.250139384,2.249860742
-55.750139386,2.249860742
-55.250139388,2.249860742
-54.75013939,2.249860742
-54.250139392,2.249860742
-53.750139394,2.249860742
-53.250139396,2.249860742
-52.750139398,2.249860742
-52.2501394,2.249860742
-51.750139402,2.249860742
-51.250139404,2.249860742
-50.750139406,2.249860742
-50.250139408,2.249860742
-72.750139318,1.749860744
-72.25013932,1.749860744
-71.750139322,1.749860744
-71.250139324,1.749860744
-70.750139326,1.749860744
-70.250139328,1.749860744
-69.250139332,1.749860744
-68.750139334,1.749860744
-68.250139336,1.749860744
-67.25013934,1.749860744
-66.750139342,1.749860744
-66.250139344,1.749860744
-65.750139346,1.749860744
-65.250139348,1.749860744
-64.75013935,1.749860744
-64.250139352,1.749860744
-63.750139354,1.749860744
-63.250139356,1.749860744
-62.750139358,1.749860744
-62.25013936,1.749860744
-61.750139362,1.749860744
-61.250139364,1.749860744
-60.750139366,1.749860744
-60.250139368,1.749860744
-59.75013937,1.749860744
-59.250139372,1.749860744
-58.750139374,1.749860744
-58.250139376,1.749860744
-57.750139378,1.749860744
-57.25013938,1.749860744
-56.750139382,1.749860744
-56.250139384,1.749860744
-55.750139386,1.749860744
-55.250139388,1.749860744
-54.75013939,1.749860744
-54.250139392,1.749860744
-53.750139394,1.749860744
-53.250139396,1.749860744
-52.750139398,1.749860744
-52.2501394,1.749860744
-51.750139402,1.749860744
-51.250139404,1.749860744
-50.750139406,1.749860744
-50.250139408,1.749860744
-73.250139316,1.249860746
-72.750139318,1.249860746
-72.25013932,1.249860746
-71.750139322,1.249860746
-71.250139324,1.249860746
-70.750139326,1.249860746
-70.250139328,1.249860746
-69.250139332,1.249860746
-68.750139334,1.249860746
-68.250139336,1.249860746
-67.750139338,1.249860746
-67.25013934,1.249860746
-66.750139342,1.249860746
-66.250139344,1.249860746
-65.750139346,1.249860746
-65.250139348,1.249860746
-64.75013935,1.249860746
-64.250139352,1.249860746
-63.750139354,1.249860746
-63.250139356,1.249860746
-62.750139358,1.249860746
-62.25013936,1.249860746
-61.750139362,1.249860746
-61.250139364,1.249860746
-60.750139366,1.249860746
-60.250139368,1.249860746
-59.75013937,1.249860746
-59.250139372,1.249860746
-58.750139374,1.249860746
-58.250139376,1.249860746
-57.750139378,1.249860746
-57.25013938,1.249860746
-56.750139382,1.249860746
-56.250139384,1.249860746
-55.750139386,1.249860746
-55.250139388,1.249860746
-54.75013939,1.249860746
-54.250139392,1.249860746
-53.750139394,1.249860746
-53.250139396,1.249860746
-52.750139398,1.249860746
-52.2501394,1.249860746
-51.750139402,1.249860746
-51.250139404,1.249860746
-50.750139406,1.249860746
-50.250139408,1.249860746
-73.250139316,0.749860747999996
-72.750139318,0.749860747999996
-72.25013932,0.749860747999996
-71.750139322,0.749860747999996
-71.250139324,0.749860747999996
-70.750139326,0.749860747999996
-69.75013933,0.749860747999996
-69.250139332,0.749860747999996
-68.750139334,0.749860747999996
-68.250139336,0.749860747999996
-67.750139338,0.749860747999996
-67.25013934,0.749860747999996
-66.250139344,0.749860747999996
-65.750139346,0.749860747999996
-65.250139348,0.749860747999996
-64.75013935,0.749860747999996
-64.250139352,0.749860747999996
-63.750139354,0.749860747999996
-63.250139356,0.749860747999996
-62.750139358,0.749860747999996
-62.25013936,0.749860747999996
-61.750139362,0.749860747999996
-61.250139364,0.749860747999996
-60.750139366,0.749860747999996
-60.250139368,0.749860747999996
-59.75013937,0.749860747999996
-59.250139372,0.749860747999996
-58.750139374,0.749860747999996
-58.250139376,0.749860747999996
-57.750139378,0.749860747999996
-57.25013938,0.749860747999996
-56.750139382,0.749860747999996
-56.250139384,0.749860747999996
-55.750139386,0.749860747999996
-55.250139388,0.749860747999996
-54.75013939,0.749860747999996
-54.250139392,0.749860747999996
-53.750139394,0.749860747999996
-53.250139396,0.749860747999996
-52.750139398,0.749860747999996
-52.2501394,0.749860747999996
-51.750139402,0.749860747999996
-51.250139404,0.749860747999996
-50.750139406,0.749860747999996
-50.250139408,0.749860747999996
-73.250139316,0.249860749999996
-72.750139318,0.249860749999996
-72.25013932,0.249860749999996
-71.750139322,0.249860749999996
-71.250139324,0.249860749999996
-70.750139326,0.249860749999996
-70.250139328,0.249860749999996
-69.75013933,0.249860749999996
-69.250139332,0.249860749999996
-68.750139334,0.249860749999996
-68.250139336,0.249860749999996
-67.750139338,0.249860749999996
-67.25013934,0.249860749999996
-66.750139342,0.249860749999996
-66.250139344,0.249860749999996
-65.750139346,0.249860749999996
-65.250139348,0.249860749999996
-64.75013935,0.249860749999996
-64.250139352,0.249860749999996
-63.750139354,0.249860749999996
-63.250139356,0.249860749999996
-62.750139358,0.249860749999996
-62.25013936,0.249860749999996
-61.750139362,0.249860749999996
-61.250139364,0.249860749999996
-60.750139366,0.249860749999996
-60.250139368,0.249860749999996
-59.75013937,0.249860749999996
-59.250139372,0.249860749999996
-58.750139374,0.249860749999996
-58.250139376,0.249860749999996
-57.750139378,0.249860749999996
-57.25013938,0.249860749999996
-56.750139382,0.249860749999996
-56.250139384,0.249860749999996
-55.750139386,0.249860749999996
-55.250139388,0.249860749999996
-54.75013939,0.249860749999996
-54.250139392,0.249860749999996
-53.750139394,0.249860749999996
-53.250139396,0.249860749999996
-52.750139398,0.249860749999996
-52.2501394,0.249860749999996
-51.750139402,0.249860749999996
-51.250139404,0.249860749999996
-50.750139406,0.249860749999996
-50.250139408,0.249860749999996
-49.75013941,0.249860749999996
-49.250139412,0.249860749999996
-73.250139316,-0.250139248000004
-72.750139318,-0.250139248000004
-72.25013932,-0.250139248000004
-71.750139322,-0.250139248000004
-71.250139324,-0.250139248000004
-70.750139326,-0.250139248000004
-70.250139328,-0.250139248000004
-69.75013933,-0.250139248000004
-69.250139332,-0.250139248000004
-68.750139334,-0.250139248000004
-68.250139336,-0.250139248000004
-67.750139338,-0.250139248000004
-67.25013934,-0.250139248000004
-66.750139342,-0.250139248000004
-66.250139344,-0.250139248000004
-65.750139346,-0.250139248000004
-65.250139348,-0.250139248000004
-64.75013935,-0.250139248000004
-64.250139352,-0.250139248000004
-63.750139354,-0.250139248000004
-63.250139356,-0.250139248000004
-62.750139358,-0.250139248000004
-62.25013936,-0.250139248000004
-61.750139362,-0.250139248000004
-61.250139364,-0.250139248000004
-60.750139366,-0.250139248000004
-60.250139368,-0.250139248000004
-59.75013937,-0.250139248000004
-59.250139372,-0.250139248000004
-58.750139374,-0.250139248000004
-58.250139376,-0.250139248000004
-57.750139378,-0.250139248000004
-57.25013938,-0.250139248000004
-56.750139382,-0.250139248000004
-56.250139384,-0.250139248000004
-55.750139386,-0.250139248000004
-55.250139388,-0.250139248000004
-54.75013939,-0.250139248000004
-54.250139392,-0.250139248000004
-53.750139394,-0.250139248000004
-53.250139396,-0.250139248000004
-52.750139398,-0.250139248000004
-52.2501394,-0.250139248000004
-51.750139402,-0.250139248000004
-51.250139404,-0.250139248000004
-50.750139406,-0.250139248000004
-50.250139408,-0.250139248000004
-49.75013941,-0.250139248000004
-49.250139412,-0.250139248000004
-48.750139414,-0.250139248000004
-48.250139416,-0.250139248000004
-73.250139316,-0.750139246000003
-72.750139318,-0.750139246000003
-72.25013932,-0.750139246000003
-71.750139322,-0.750139246000003
-71.250139324,-0.750139246000003
-70.250139328,-0.750139246000003
-69.75013933,-0.750139246000003
-69.250139332,-0.750139246000003
-68.750139334,-0.750139246000003
-68.250139336,-0.750139246000003
-67.750139338,-0.750139246000003
-67.25013934,-0.750139246000003
-66.750139342,-0.750139246000003
-66.250139344,-0.750139246000003
-65.750139346,-0.750139246000003
-65.250139348,-0.750139246000003
-64.75013935,-0.750139246000003
-64.250139352,-0.750139246000003
-63.750139354,-0.750139246000003
-63.250139356,-0.750139246000003
-62.750139358,-0.750139246000003
-62.25013936,-0.750139246000003
-61.750139362,-0.750139246000003
-60.750139366,-0.750139246000003
